#Data spectrum
#Wavelength(microns)	fp/fs	error	width_bin(microns)
2.570620499999999975e+00 9.220051606938632106e-04 1.137644026825142360e-04
2.596729499999999913e+00 9.824492579082757214e-04 1.061707280565784667e-04
2.623103500000000032e+00 6.958081520950774347e-04 1.108908424447121115e-04
2.649745000000000239e+00 4.260331246542061519e-04 1.223191500275885976e-04
2.676657000000000064e+00 9.469653262436487657e-04 1.158225684029104495e-04
2.703842499999999927e+00 7.553668334406173470e-04 1.173158310538440115e-04
2.731304500000000246e+00 6.608865187593376388e-04 1.223677234064038876e-04
2.759045500000000040e+00 7.406010683131846644e-04 1.291120111307051017e-04
2.787067999999999657e+00 1.720834853107528601e-04 1.270605048493452915e-04
2.815374999999999961e+00 6.290765719285973693e-04 1.445091522328618907e-04
