#Data spectrum
#Wavelength(microns)	width_bin(microns)	fp/fs(ppm)	error	(ppm)
1.786671999999999816e+00 9.027000000000007240e-03 2.871472649624000155e+02 7.040915572973938197e+01
1.804818500000000103e+00 9.119500000000058115e-03 4.092753500355000256e+02 6.329953607669193616e+01
1.823149499999999978e+00 9.211499999999928079e-03 4.141530399334000094e+02 6.776741911409948216e+01
1.841666500000000095e+00 9.305500000000077598e-03 4.033945277047000104e+02 6.146008532358142418e+01
1.860371500000000067e+00 9.399500000000005073e-03 3.842492812951999781e+02 7.078676460084190580e+01
1.879266499999999951e+00 9.495499999999990060e-03 3.815118177012000160e+02 7.429805941669003744e+01
1.898353500000000027e+00 9.591499999999975046e-03 4.398597686374000091e+02 7.060560681873664635e+01
1.917634000000000061e+00 9.688999999999947654e-03 5.293682457566000039e+02 7.077407285032181505e+01
1.937110499999999957e+00 9.787500000000060041e-03 4.041150148675999958e+02 7.183088144199922453e+01
1.956784999999999997e+00 9.886999999999979138e-03 5.265933253593000245e+02 7.747376807907748741e+01
1.976659500000000014e+00 9.987500000000038014e-03 4.740938222160999658e+02 7.602378781128474827e+01
1.996735499999999996e+00 1.008849999999994473e-02 4.870846589884000082e+02 8.401497238627793251e+01
2.017015500000000294e+00 1.019150000000013101e-02 4.617193422299999952e+02 8.261653228851926656e+01
2.037501500000000298e+00 1.029449999999987320e-02 4.097895974699999897e+02 8.367692680798032256e+01
2.058195500000000067e+00 1.039950000000011698e-02 4.982011512076999793e+02 1.175691436912499910e+02
2.079100000000000392e+00 1.050499999999998657e-02 5.056512609140000336e+02 8.747894100285085983e+01
2.100216500000000153e+00 1.061149999999999594e-02 6.417259647851000182e+02 8.619759000769063562e+01
2.121547500000000142e+00 1.071949999999999292e-02 5.727087546609000128e+02 8.957064719204851144e+01
2.143094999999999750e+00 1.082799999999983775e-02 7.146562461589001032e+02 9.154277455358274551e+01
2.164861499999999772e+00 1.093850000000018419e-02 5.789710964534999675e+02 1.030453879899500009e+02
2.186849000000000043e+00 1.104899999999986449e-02 6.855416990713999894e+02 9.877767200772939304e+01
2.209059499999999954e+00 1.116150000000004638e-02 8.103417279334998966e+02 9.523233004241261312e+01
2.231495999999999924e+00 1.127499999999992397e-02 7.411393577989999812e+02 1.006004043212665522e+02
2.254160500000000233e+00 1.138950000000016338e-02 9.700431504499999846e+02 1.044161769759000009e+02
2.277054999999999829e+00 1.150499999999987644e-02 7.212749203457000249e+02 1.101035030827500094e+02
2.300181999999999949e+00 1.162200000000002120e-02 7.998212274493999985e+02 1.084259514051500020e+02
2.323544000000000054e+00 1.174000000000008370e-02 8.531799757500000396e+02 1.062444862054999959e+02
2.347143500000000049e+00 1.185949999999991178e-02 6.191867097625000724e+02 1.094405677120499831e+02
2.370982500000000215e+00 1.197950000000003179e-02 6.290082690842999682e+02 1.125346725627500035e+02
2.395063500000000012e+00 1.210149999999998727e-02 1.022998808288700047e+03 1.136741269240499861e+02
2.419389500000000304e+00 1.222450000000008252e-02 8.027998964349000062e+02 1.240279536127499824e+02
2.443962500000000038e+00 1.234849999999987347e-02 7.776399366813999450e+02 1.285996375619499759e+02
2.468784499999999937e+00 1.247350000000002623e-02 9.344859739444999605e+02 1.309207827116500198e+02
2.493858499999999978e+00 1.260050000000001447e-02 5.450817899958000226e+02 1.274015894082999978e+02
2.519187500000000135e+00 1.272849999999992043e-02 9.311793806078999296e+02 1.307635695675000136e+02
2.544773999999999869e+00 1.285800000000003607e-02 6.996194875174999197e+02 1.544828149551499905e+02
2.570620499999999975e+00 1.298850000000006943e-02 8.767298180551999849e+02 1.491902406600000006e+02
2.596729499999999913e+00 1.312049999999986838e-02 8.157392570460000343e+02 1.547787648627500232e+02
2.623103500000000032e+00 1.325350000000002915e-02 6.087526281330999609e+02 1.649885284162999994e+02
2.649745000000000239e+00 1.338800000000017754e-02 6.071726686358999814e+02 1.560096860237999863e+02
2.676657000000000064e+00 1.352399999999986946e-02 7.603787579872999913e+02 1.633706448261499986e+02
2.703842499999999927e+00 1.366149999999999309e-02 6.377977967225000384e+02 1.742409132493999948e+02
2.731304500000000246e+00 1.380050000000010435e-02 8.059571598546999667e+02 1.726864460701999917e+02
2.759045500000000040e+00 1.394049999999991130e-02 8.351487192099000367e+02 1.919948890825500030e+02
2.787067999999999657e+00 1.408199999999992791e-02 7.943587424149000071e+02 2.248184012227500261e+02
2.815374999999999961e+00 1.422500000000015419e-02 1.149851133526700096e+03 3.256324795041999778e+02

